ID,Title,Posted,Budget,Duration,Number of Offers,Tags,Link
540,المرحلة الثانية للزكاة و الدخل,from 12 days,$150.00 ,2 days,7," application development , programing data base, programing web, programing, programing  apps ,programming engineer",https://mostaql.com/project/1071471-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%84%D8%B2%D9%83%D8%A7%D8%A9-%D9%88-%D8%A7%D9%84%D8%AF%D8%AE%D9%84
541,لعبة حرف وسؤال,from 12 days,$700.00 ,21 days,11,"programing ألعاب الجوال, programing, dev apps , devالألعاب, الذكاء الاصطناعي,programming engineer",https://mostaql.com/project/1073707-%D9%84%D8%B9%D8%A8%D8%A9-%D8%AD%D8%B1%D9%81-%D9%88%D8%B3%D8%A4%D8%A7%D9%84
542,create لوحة تحكم بوت دسكورد,from 12 days,$150.00 ,30 days,5,"create web إلكتروني, java script, design web إلكتروني, CSS, HTML, اللغة العربية, اللغة الإنجليزية, design داش بورد",https://mostaql.com/project/1073725-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A8%D9%88%D8%AA-%D8%AF%D8%B3%D9%83%D9%88%D8%B1%D8%AF
543,programing أكثر من لعبة HTML5,from 12 days,$30.00 ,7 days,58,"programing,  application development , programing data base, programing web, html5",https://mostaql.com/project/1073861-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-%D9%84%D8%B9%D8%A8%D8%A9-html5
544,غرفة دردشة صوتية,from 12 days,"$5,500.00 ",35 days,12,"design جرافيك, programing,  application development ,programming engineer, programing web, programing  apps , dev apps , create  application",https://mostaql.com/project/1072796-%D8%BA%D8%B1%D9%81%D8%A9-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
545,مبرمج محترف لdevنظام تحليل بيانات وتنبيهات لحظية,from 12 days,$80.00 ,2 days,5,"design web إلكتروني, programing web, أمن وحماية الweb, PHP, CSS, java script, design web, python",https://mostaql.com/project/1073729-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%88%D8%AA%D9%86%D8%A8%D9%8A%D9%87%D8%A7%D8%AA-%D9%84%D8%AD%D8%B8%D9%8A%D8%A9
546,design الواجهات في مشروع laravel,from 12 days,$150.00 ,7 days,3,"programing iOS, programing  applicationات أيفون, programing ألعاب الجوال, programing بطريقة MVC, واجهة programing  apps , programing  apps , programing web, programing data base, programing, programing android , laravel, Front End",https://mostaql.com/project/1067434-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A7%D9%84%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-laravel
547,مصمم واجهات أمامية لweb لارافل,from 12 days,$180.00 ,60 days,16,"laravel, HTML, CSS, programing web, devweb, design web, خدمات web, Front End",https://mostaql.com/project/1073748-%D9%85%D8%B5%D9%85%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D8%A3%D9%85%D8%A7%D9%85%D9%8A%D8%A9-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%A7%D8%B1%D8%A7%D9%81%D9%84
548,مستقل لتنفيذ مشروع  management مشاريع والمهام باستخدام Django (Backend) و React (Frontend),from 12 days,$245.00 ,10 days,20,"خدمات web, devwebالكامل, devweb, React, Django, programing web, programing,  application development ,programming engineer",https://mostaql.com/project/1064594-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D9%88%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-backend-%D9%88-react-frontend
549,التعديل على برنامج ويب,from 12 days,$200.00 ,15 days,7,"معالجة البيانات, الخوارزميات, خدمات web, programing web, programing data base,  application development ,programming engineer, devweb",https://mostaql.com/project/1041420-%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%88%D9%8A%D8%A8
550,programing ERP لشركة design ومقاولات,from 12 days,$950.00 ,7 days,19,"programing,  application development , programing  apps ,programming engineer, programing data base, design داش بورد, تخطيط موارد المؤسسات ERP",https://mostaql.com/project/1073773-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-erp-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA
551, online market شوبيفاي,from 12 days,$50.00 ,3 days,9,"CSS, HTML, java script, PHP, python, programing web, programing,  management web,  application development , شوبيفاي",https://mostaql.com/project/1073437-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B4%D9%88%D8%A8%D9%8A%D9%81%D8%A7%D9%8A
552, application البقالة مع التوصيل حسب الأقرب,from 13 days,"$2,462.50 ",60 days,18,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX",https://mostaql.com/project/1073391-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D8%A8%D9%82%D8%A7%D9%84%D8%A9-%D9%85%D8%B9-%D8%A7%D9%84%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%AD%D8%B3%D8%A8-%D8%A7%D9%84%D8%A3%D9%82%D8%B1%D8%A8
553, application إدارة حضور ومكافآت الموظفين (iOS + Android),from 12 days,$350.00 ,10 days,14,"programing, programing  apps , programing iOS, design  applicationات الهواتف الذكية, programing android , programing data base",https://mostaql.com/project/1073497-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D8%B6%D9%88%D8%B1-%D9%88%D9%85%D9%83%D8%A7%D9%81%D8%A2%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86-ios-android
554, application عقاري مختلف عن اللي في السوق,from 13 days,"$3,600.00 ",30 days,33,"programing,  application development , programing data base, programing web, programing  apps , programing android ,programming engineer, programing iOS",https://mostaql.com/project/1073411-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D9%82%D8%A7%D8%B1%D9%8A-%D9%85%D8%AE%D8%AA%D9%84%D9%81-%D8%B9%D9%86-%D8%A7%D9%84%D9%84%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D9%88%D9%82
555,حل مشكلة إختراق لمنصة تعليمية,from 13 days,$50.00 ,7 days,6,"الأمن السيبراني, أمن المعلومات, حل المشكلات, أمن وحماية الweb",https://mostaql.com/project/1073305-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A5%D8%AE%D8%AA%D8%B1%D8%A7%D9%82-%D9%84%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9
556,dev application جوال وweb,from 12 days,"$2,250.00 ",45 days,31,"devwebالكامل, Back End, Front End, programing  apps , create  application, dev apps , programing iOS, programing android , design web إلكتروني, programing web, devweb",https://mostaql.com/project/1073564-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%88%D9%85%D9%88%D9%82%D8%B9
557, application متعلق بالأسهم سوق الأسهم الأمريكي,from 12 days,$500.00 ,7 days,4,"إدارة data base, programing  apps , dev apps , create  application, التحليل المالي, flutter, Dart",https://mostaql.com/project/1073520-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%A8%D8%A7%D9%84%D8%A3%D8%B3%D9%87%D9%85-%D8%B3%D9%88%D9%82-%D8%A7%D9%84%D8%A3%D8%B3%D9%87%D9%85-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A
558,مبرمج محترف لنقل متجر من أوبن كارت لمنصة سلة بكامل التفاصيل,from 13 days,"$1,000.00 ",25 days,12," management متاجر الإلكترونية, create  online market, design  online market, flutter, programing android , programing iOS,programming engineer, programing  apps , programing data base, programing, سلة,  application development , programing web",https://mostaql.com/project/1073405-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D9%86%D9%82%D9%84-%D9%85%D8%AA%D8%AC%D8%B1-%D9%85%D9%86-%D8%A3%D9%88%D8%A8%D9%86-%D9%83%D8%A7%D8%B1%D8%AA-%D9%84%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D8%A8%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84
559,مطور ويب لحل مشكلة بweb,from 13 days,$30.00 ,1 day,7," application development , استكشاف الأخطاء وإصلاحها, programing web, python, PHP, HTML, CSS, java script",https://mostaql.com/project/1073256-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D9%8A%D8%A8-%D9%84%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A8%D9%85%D9%88%D9%82%D8%B9
560,programing برنامج محاسبي على web,from 12 days,$250.00 ,5 days,9,"HTML, design web إلكتروني, CSS, java script, دوت نت فريموورك, programing web, programing data base, SQL, design data base, ASP.NET, محاسبة, ASP.NET Core, C# Programming",https://mostaql.com/project/1073589-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%88%D9%8A%D8%A8
561,عمل منصة تسويق واتس أب,from 13 days,$325.00 ,30 days,2,"HTML, java script, PHP, programing android , design web إلكتروني, CSS",https://mostaql.com/project/1073347-%D8%B9%D9%85%D9%84-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D9%88%D8%A7%D8%AA%D8%B3-%D8%A3%D8%A8
562,عمل صفحة عرض كورس بفيديوهات hls من web puiblitio,from 13 days,$50.00 ,5 days,3,"java script, Next.js, Front End, React",https://mostaql.com/project/1073309-%D8%B9%D9%85%D9%84-%D8%B5%D9%81%D8%AD%D8%A9-%D8%B9%D8%B1%D8%B6-%D9%83%D9%88%D8%B1%D8%B3-%D8%A8%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-hls-%D9%85%D9%86-%D9%85%D9%88%D9%82%D8%B9-puiblitio
563,design web إلكتروني إجتماعي غير ربحي,from 12 days,$250.00 ,15 days,12,"java script, CSS, PHP, python, أمن وحماية الweb, programing web, design web إلكتروني, devweb, design web",https://mostaql.com/project/1071068-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A5%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A-%D8%BA%D9%8A%D8%B1-%D8%B1%D8%A8%D8%AD%D9%8A
564,تعديل وتهيئة  application Flutter لحجوزات مع دعم العربية ورفع على المتاجر,from 12 days,$500.00 ,60 days,5,"programing, واجهة programing  apps , programing بطريقة MVC, flutter,  application development , programing data base, programing  applicationات أيفون, programing android , programing  apps , programing iOS",https://mostaql.com/project/1073507-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D8%AA%D9%87%D9%8A%D8%A6%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-flutter-%D9%84%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%85%D8%B9-%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%B1%D9%81%D8%B9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AA%D8%A7%D8%AC%D8%B1
565,المساعدة بربط خط بالواتس للأعمال API,from 12 days,$39.50 ,1 day,2,"واجهة programing  apps ,  application development , التسويق الإلكتروني,  management تسويق",https://mostaql.com/project/1073562-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D8%B1%D8%A8%D8%B7-%D8%AE%D8%B7-%D8%A8%D8%A7%D9%84%D9%88%D8%A7%D8%AA%D8%B3-%D9%84%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-api
566,محتاج إلى عمل web للذكاء الاصطناعي,from 12 days,"$2,000.00 ",45 days,11,"design web إلكتروني, design web, الdesign الإبداعي, design UI, design UX, الذكاء الاصطناعي",https://mostaql.com/project/1073482-%D9%85%D8%AD%D8%AA%D8%A7%D8%AC-%D8%A5%D9%84%D9%89-%D8%B9%D9%85%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
567,design قالب سير ذاتية باستخدام رياكت,from 12 days,$90.00 ,2 days,9,"React, Front End, design UI, واجهة programing  apps , design قوالب, خدمات web, devweb",https://mostaql.com/project/1073530-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%82%D8%A7%D9%84%D8%A8-%D8%B3%D9%8A%D8%B1-%D8%B0%D8%A7%D8%AA%D9%8A%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B1%D9%8A%D8%A7%D9%83%D8%AA
568,design وتنفيذ web إلكتروني لحجز التذاكر,from 13 days,"$1,600.00 ",20 days,36,"اللغة الإنجليزية, الdesign الإبداعي, devweb, design web, خدمات web, programing web, devwebالكامل",https://mostaql.com/project/1073342-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%AD%D8%AC%D8%B2-%D8%A7%D9%84%D8%AA%D8%B0%D8%A7%D9%83%D8%B1
569,إضافة بوابة دفع لمتجر شوبفاي,from 12 days,$50.00 ,1 day,3,"شوبيفاي, programing,  application development , programing web,programming engineer, programing  apps , programing data base",https://mostaql.com/project/1073514-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%AF%D9%81%D8%B9-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%B4%D9%88%D8%A8%D9%81%D8%A7%D9%8A
570,نظام لإكمال الطلبات أتوماتيكيا,from 13 days,$90.00 ,7 days,5,"python, design web إلكتروني, PHP, java script, programing web,  application development ",https://mostaql.com/project/1073335-%D9%86%D8%B8%D8%A7%D9%85-%D9%84%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%A3%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83%D9%8A%D8%A7
571,devمتجر شوبفاي,from 12 days,$50.00 ,3 days,6,"programing,  application development , programing web, شوبيفاي,  management متاجر الإلكترونية, create  online market",https://mostaql.com/project/1050978-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B4%D9%88%D8%A8%D9%81%D8%A7%D9%8A
572,تحويل ملف بروفايل إلى نسخة رقمية تفاعلية,from 12 days,$75.00 ,3 days,12,"design web إلكتروني, design دعوات, wordpress, الdesign الإبداعي, programing, programing web, devweb, خدمات web",https://mostaql.com/project/1073557-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D9%85%D9%84%D9%81-%D8%A8%D8%B1%D9%88%D9%81%D8%A7%D9%8A%D9%84-%D8%A5%D9%84%D9%89-%D9%86%D8%B3%D8%AE%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9
573,عمل  online market لweb بيع منتجات,from 12 days,$500.00 ,30 days,51,"design web إلكتروني, create web wordpress, programing web, create web إلكتروني, devweb, design web, java script, design  online market, create  online market",https://mostaql.com/project/1073570-%D8%B9%D9%85%D9%84-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA
574,تعديلات على متجر شوبفاي,from 12 days,$40.00 ,3 days,6,"design  online market, الdesign الإبداعي, design UI, design UI UX, design UX, adobe xd, Adobe Illustrator",https://mostaql.com/project/1073445-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B4%D9%88%D8%A8%D9%81%D8%A7%D9%8A
575,المساعدة في تحليل بيانات بحث كمي مع التعليق باللغة الإنجليزية,from 13 days,$70.00 ,7 days,8,"اللغة الإنجليزية, JSON, مايكروسوفت إكسل, MySQL, SQL, تحليل البيانات, التحليل الإحصائي, النظام الإحصائي SPSS, الذكاء الاصطناعي, HTML, programing iOS, programing, design هندسي, design web, الإعلان",https://mostaql.com/project/1071357-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D9%81%D9%8A-%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%AD%D8%AB-%D9%83%D9%85%D9%8A-%D9%85%D8%B9-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9
576,dev application لبيع سلعة واحدة,from 13 days,$100.00 ,30 days,5,"programing,  application development ,programming engineer, programing  apps , dev apps , create  application, واجهة programing  apps ",https://mostaql.com/project/1072952-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D9%84%D8%B9%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9
577,devweb لتوليد خطابات رسمية باستخدام الذكاء الاصطناعي,from 13 days,$750.00 ,20 days,8,"الذكاء الاصطناعي, design web إلكتروني, programing, programing web, create web إلكتروني, devweb,  application development ,programming engineer",https://mostaql.com/project/1072947-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%AA%D9%88%D9%84%D9%8A%D8%AF-%D8%AE%D8%B7%D8%A7%D8%A8%D8%A7%D8%AA-%D8%B1%D8%B3%D9%85%D9%8A%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
578,create web تعليمي لحسابات متعددة باستخدام python والذكاء الاصطناعي,from 13 days,"$2,000.00 ",60 days,22,"الذكاء الاصطناعي, design UI UX, create web إلكتروني, design web إلكتروني, python, التعلم الآلي,  application development , programing, programing web,programming engineer, devweb",https://mostaql.com/project/997526-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-%D9%88%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
579,تعديل على سكريبت لحجز مواعيد,from 14 days,$287.50 ,4 days,2,"java script, java, C++ Programming, python, programing,  application development ,programming engineer",https://mostaql.com/project/1072899-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%B3%D9%83%D8%B1%D9%8A%D8%A8%D8%AA-%D9%84%D8%AD%D8%AC%D8%B2-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF
580,بناء بوت واتساب ذكاء اصطناعي,from 13 days,$85.00 ,7 days,6,"الذكاء الاصطناعي, مساعد افتراضي, programing  apps , إدارة data base, programing, python,programming engineer",https://mostaql.com/project/1073196-%D8%A8%D9%86%D8%A7%D8%A1-%D8%A8%D9%88%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
581,programing مشروع  application قرآن كريم,from 13 days,$940.00 ,40 days,15,"dev apps , design  applicationات, programing  apps , create  application, programing iOS, testing  applicationات الجوال, design  applicationات الهواتف الذكية, واجهة programing  apps , programing android , flutter",https://mostaql.com/project/1073100-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%82%D8%B1%D8%A2%D9%86-%D9%83%D8%B1%D9%8A%D9%85
582,dev online market,from 13 days,$700.00 ,30 days,5,"create  online market,  management متاجر الإلكترونية, design  online market,  application development , devقاعدة بيانات, wordpress",https://mostaql.com/project/1073117-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
583,"ربط الدفع عبر ال debit , credit وحماية الفيديوهات",from 13 days,$50.00 ,10 days,3," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1073092-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84-debit-credit-%D9%88%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA
584,مبرمج Flutter لdev application حجز مواعيد طبي موبايل وويب,from 13 days,$415.00 ,15 days,16,"flutter, design  applicationات الهواتف الذكية, programing,  application development , programing data base",https://mostaql.com/project/1073114-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-flutter-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%AC%D8%B2-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D8%B7%D8%A8%D9%8A-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%88%D9%8A%D8%A8
585,المساعدة في رفع  application flutter على متجر أبل,from 13 days,$70.00 ,3 days,7," engineering  programes ,  application development , programing  apps , programing iOS, programing web, programing",https://mostaql.com/project/1073042-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D9%81%D9%8A-%D8%B1%D9%81%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-flutter-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A3%D8%A8%D9%84
586,design مشابه لمنصة جوميا منصة متعدد البائعين,from 14 days,$225.00 ,5 days,10,"programing android , الفكرة الdesignية, design web إلكتروني, HTML, CSS, java script, PHP, python,programming engineer,  application development , programing web, create  online market",https://mostaql.com/project/1049483-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D9%84%D9%85%D9%86%D8%B5%D8%A9-%D8%AC%D9%88%D9%85%D9%8A%D8%A7-%D9%85%D9%86%D8%B5%D8%A9-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D8%A8%D8%A7%D8%A6%D8%B9%D9%8A%D9%86
587,programing web وأداة تسويق لتوليد تصاميم عقارية جاهزة للإرسال عبر واتساب,from 13 days,"$1,000.00 ",20 days,10,"programing, التسويق الإلكتروني, الذكاء الاصطناعي, create  online market",https://mostaql.com/project/1073107-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%A3%D8%AF%D8%A7%D8%A9-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D9%84%D8%AA%D9%88%D9%84%D9%8A%D8%AF-%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85-%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9-%D8%AC%D8%A7%D9%87%D8%B2%D8%A9-%D9%84%D9%84%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D8%B9%D8%A8%D8%B1-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8
