,Title,Posted,Budget,Duration(Days),number of offers,Link,Category_English,Category_Arabic
532,تصميم موقع بسيط لجهة خيرية,2025-05-16,75.0,3.0,35,https://mostaql.com/project/1084569-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%84%D8%AC%D9%87%D8%A9-%D8%AE%D9%8A%D8%B1%D9%8A%D8%A9,Web Development,تطوير الويب
533,إنشاء منصة إلكترونية مبسطة لحلقة تحفيظ قرآن كريم,2025-05-16,750.0,15.0,31,https://mostaql.com/project/1084659-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%85%D8%A8%D8%B3%D8%B7%D8%A9-%D9%84%D8%AD%D9%84%D9%82%D8%A9-%D8%AA%D8%AD%D9%81%D9%8A%D8%B8-%D9%82%D8%B1%D8%A2%D9%86-%D9%83%D8%B1%D9%8A%D9%85,Data Analysis,تحليل البيانات
534,تنفيذ نظام Zoho One لشركة حلول القوى العاملة والصيانة,2025-05-16,750.0,25.0,5,https://mostaql.com/project/1084817-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%86%D8%B8%D8%A7%D9%85-zoho-one-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AD%D9%84%D9%88%D9%84-%D8%A7%D9%84%D9%82%D9%88%D9%89-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D8%A9,Data Analysis,تحليل البيانات
535,ربط رقم واتساب بيزنس مع خدمة,2025-05-16,75.0,5.0,4,https://mostaql.com/project/1084540-%D8%B1%D8%A8%D8%B7-%D8%B1%D9%82%D9%85-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D8%A8%D9%8A%D8%B2%D9%86%D8%B3-%D9%85%D8%B9-%D8%AE%D8%AF%D9%85%D8%A9,Web Development,تطوير الويب
536,خبير محترف لإدارة قناة يوتيوب وحساب Google AdSense وربط موقع إلكتروني بسيط,2025-05-16,750.0,3.0,4,https://mostaql.com/project/1084549-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%82%D9%86%D8%A7%D8%A9-%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8-%D9%88%D8%AD%D8%B3%D8%A7%D8%A8-google-adsense-%D9%88%D8%B1%D8%A8%D8%B7-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%B3%D9%8A%D8%B7,Web Development,تطوير الويب
537,تصميم موقع وتطبيق حجوزات فنادق بشكل جميل ومحترف وسهل,2025-05-16,375.0,10.0,6,https://mostaql.com/project/1084627-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D8%A8%D8%B4%D9%83%D9%84-%D8%AC%D9%85%D9%8A%D9%84-%D9%88%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%88%D8%B3%D9%87%D9%84,Web Development,تطوير الويب
538,نظام إلكتروني متكامل لإدارة الدروس الخصوصية (ويب + لوحة تحكم),2025-05-16,750.0,20.0,5,https://mostaql.com/project/1084646-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AF%D8%B1%D9%88%D8%B3-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D9%88%D9%8A%D8%A8-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85,Mobile Development,تطوير الهاتف المحمول
539,مطور ذكاء إصطناعي للعمل على مشروع مبتكر يدمج تقنيات Face Swap ومعالجة الفيديوهات,2025-05-16,1750.0,90.0,10,https://mostaql.com/project/1084688-%D9%85%D8%B7%D9%88%D8%B1-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A5%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%85%D8%A8%D8%AA%D9%83%D8%B1-%D9%8A%D8%AF%D9%85%D8%AC-%D8%AA%D9%82%D9%86%D9%8A%D8%A7%D8%AA-face-swap-%D9%88%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA,Data Analysis,تحليل البيانات
540,برنامج محاسبة على Laravel ولغة php,2025-05-16,75.0,3.0,11,https://mostaql.com/project/1084771-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-laravel-%D9%88%D9%84%D8%BA%D8%A9-php,Web Development,تطوير الويب
541,مطور Front-End لمنصة تعليم إلكتروني ( تطبيق جوال ),2025-05-16,750.0,14.0,27,https://mostaql.com/project/1084654-%D9%85%D8%B7%D9%88%D8%B1-front-end-%D9%84%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84,Mobile Development,تطوير الهاتف المحمول
542,مبرمج Full Stack للعمل على تطوير ودعم تطبيق متكامل مرتبط بمتجر سلة,2025-05-16,175.0,10.0,5,https://mostaql.com/project/1084671-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-full-stack-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%AF%D8%B9%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B1%D8%AA%D8%A8%D8%B7-%D8%A8%D9%85%D8%AA%D8%AC%D8%B1-%D8%B3%D9%84%D8%A9,Web Development,تطوير الويب
543,مبرمج ووردبريس محترف في برمجة المواقع مع العلم ساقوم بتسليمه التصميم جاهز,2025-05-16,37.5,2.0,16,https://mostaql.com/project/1084663-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%81%D9%8A-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D9%85%D8%B9-%D8%A7%D9%84%D8%B9%D9%84%D9%85-%D8%B3%D8%A7%D9%82%D9%88%D9%85-%D8%A8%D8%AA%D8%B3%D9%84%D9%8A%D9%85%D9%87-%D8%A7%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AC%D8%A7%D9%87%D8%B2,Web Development,تطوير الويب
544,تصميم وبرمجة موقع بلياردو اون لاين مطابق موقع قيمزر,2025-05-16,1750.0,10.0,16,https://mostaql.com/project/1084649-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%84%D9%8A%D8%A7%D8%B1%D8%AF%D9%88-%D8%A7%D9%88%D9%86-%D9%84%D8%A7%D9%8A%D9%86-%D9%85%D8%B7%D8%A7%D8%A8%D9%82-%D9%85%D9%88%D9%82%D8%B9-%D9%82%D9%8A%D9%85%D8%B2%D8%B1,Artificial Intelligence,الذكاء الاصطناعي
545,تصميم سيستم حجز لصالة يوغا بلغة برمجة,2025-05-16,750.0,30.0,9,https://mostaql.com/project/1084729-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B3%D9%8A%D8%B3%D8%AA%D9%85-%D8%AD%D8%AC%D8%B2-%D9%84%D8%B5%D8%A7%D9%84%D8%A9-%D9%8A%D9%88%D8%BA%D8%A7-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9,Web Development,تطوير الويب
546,رفع تطبيق Flutter جاهز إلى متجر Apple Store,2025-05-16,37.5,4.0,37,https://mostaql.com/project/1084557-%D8%B1%D9%81%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-flutter-%D8%AC%D8%A7%D9%87%D8%B2-%D8%A5%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-apple-store,Web Development,تطوير الويب
547,مبرمج لتطوير نظام إلكتروني داخلي,2025-05-16,375.0,15.0,4,https://mostaql.com/project/1084801-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A,Web Development,تطوير الويب
548,تصميم واجهة مخصصة لحساب Zoho Projects,2025-05-16,75.0,3.0,2,https://mostaql.com/project/1084774-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D8%AE%D8%B5%D8%B5%D8%A9-%D9%84%D8%AD%D8%B3%D8%A7%D8%A8-zoho-projects,Web Development,تطوير الويب
549,تصميم موقع للباحثين عن الزواج,2025-05-16,75.0,15.0,5,https://mostaql.com/project/1084760-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D8%A8%D8%A7%D8%AD%D8%AB%D9%8A%D9%86-%D8%B9%D9%86-%D8%A7%D9%84%D8%B2%D9%88%D8%A7%D8%AC,Mobile Development,تطوير الهاتف المحمول
550,تعديل تطبيق إدارة عيادة طب الاسنان,2025-05-16,37.5,3.0,23,https://mostaql.com/project/1084207-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%B7%D8%A8-%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86,Other,آخر
551,تطوير موقع إلكتروني قائم,2025-05-16,175.0,2.0,7,https://mostaql.com/project/1084260-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%82%D8%A7%D8%A6%D9%85,Web Development,تطوير الويب
552,ربط بطاقه RFID مع رقم جوال,2025-05-16,75.0,3.0,7,https://mostaql.com/project/1084181-%D8%B1%D8%A8%D8%B7-%D8%A8%D8%B7%D8%A7%D9%82%D9%87-rfid-%D9%85%D8%B9-%D8%B1%D9%82%D9%85-%D8%AC%D9%88%D8%A7%D9%84,Mobile Development,تطوير الهاتف المحمول
553,إنشاء بوتات الحماية للمواقع,2025-05-16,7500.0,7.0,1,https://mostaql.com/project/1084521-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D9%88%D8%AA%D8%A7%D8%AA-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9,Web Development,تطوير الويب
554,إنشاء نظام التشخيص الصحي,2025-05-16,375.0,15.0,28,https://mostaql.com/project/1084072-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%AA%D8%B4%D8%AE%D9%8A%D8%B5-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A,Web Development,تطوير الويب
555,تطبيق توصيل طلبات,2025-05-16,750.0,45.0,3,https://mostaql.com/project/1084398-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA,Mobile Development,تطوير الهاتف المحمول
556,مبرمج UI UX يقدر ينفذ مشروع شركة استشارات بيزنس,2025-05-16,75.0,3.0,21,https://mostaql.com/project/1084343-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-ui-ux-%D9%8A%D9%82%D8%AF%D8%B1-%D9%8A%D9%86%D9%81%D8%B0-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A8%D9%8A%D8%B2%D9%86%D8%B3,Networking,الشبكات
557,مبرمج محترف لإنشاء برنامج محاسبة ويب,2025-05-16,1750.0,30.0,18,https://mostaql.com/project/1084151-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%88%D9%8A%D8%A8,Mobile Development,تطوير الهاتف المحمول
558,مطوّر لإنشاء موقع بيع كورسات باشتراكات شهرية,2025-05-16,375.0,10.0,4,https://mostaql.com/project/1084402-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%8A%D8%B9-%D9%83%D9%88%D8%B1%D8%B3%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83%D8%A7%D8%AA-%D8%B4%D9%87%D8%B1%D9%8A%D8%A9,Web Development,تطوير الويب
559,تحسين وترتيب تصميم موقع إلكتروني منشئ على wix يشمل السيو SEO,2025-05-16,75.0,3.0,13,https://mostaql.com/project/1084525-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D9%88%D8%AA%D8%B1%D8%AA%D9%8A%D8%A8-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%85%D9%86%D8%B4%D8%A6-%D8%B9%D9%84%D9%89-wix-%D9%8A%D8%B4%D9%85%D9%84-%D8%A7%D9%84%D8%B3%D9%8A%D9%88-seo,Web Development,تطوير الويب
560,بناء تطبيق جوال لإدارة المهام اليومية (Android وiOS),2025-05-16,7500.0,30.0,7,https://mostaql.com/project/1084273-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%D8%A9-android-%D9%88ios,Mobile Development,تطوير الهاتف المحمول
561,مبرمج لتطبيق دردشة صوتية وغرف وألعاب,2025-05-16,1750.0,15.0,67,https://mostaql.com/project/1084430-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D9%88%D8%BA%D8%B1%D9%81-%D9%88%D8%A3%D9%84%D8%B9%D8%A7%D8%A8,Game Development,تطوير اللعبة
562,خدمة whatsApp API PHP,2025-05-16,37.5,10.0,29,https://mostaql.com/project/1084364-%D8%AE%D8%AF%D9%85%D8%A9-whatsapp-api-php,Data Analysis,تحليل البيانات
563,تصميم وتطوير موقع إلكتروني ديناميكي,2025-05-16,375.0,30.0,76,https://mostaql.com/project/1084250-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AF%D9%8A%D9%86%D8%A7%D9%85%D9%8A%D9%83%D9%8A,Web Development,تطوير الويب
564,تركيب سكربت جاهز بلغة JavaScript مع بعض التعديلات,2025-05-16,37.5,5.0,18,https://mostaql.com/project/1084147-%D8%AA%D8%B1%D9%83%D9%8A%D8%A8-%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%AC%D8%A7%D9%87%D8%B2-%D8%A8%D9%84%D8%BA%D8%A9-javascript-%D9%85%D8%B9-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA,Web Development,تطوير الويب
565,شات بوت خاص بالدومين الخاص بي,2025-05-16,37.5,5.0,17,https://mostaql.com/project/1084134-%D8%B4%D8%A7%D8%AA-%D8%A8%D9%88%D8%AA-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%AF%D9%88%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D8%AE%D8%A7%D8%B5-%D8%A8%D9%8A,Other,آخر
566,مهندس برمجيات لوضع خطة,2025-05-16,375.0,6.0,76,https://mostaql.com/project/1084384-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A7%D8%AA-%D9%84%D9%88%D8%B6%D8%B9-%D8%AE%D8%B7%D8%A9,Artificial Intelligence,الذكاء الاصطناعي
567,نبحث عن محترف WordPress لإنهاء تفاصيل مشروع تقني ثنائي اللغة,2025-05-16,175.0,4.0,4,https://mostaql.com/project/1084401-%D9%86%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-wordpress-%D9%84%D8%A5%D9%86%D9%87%D8%A7%D8%A1-%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D9%82%D9%86%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D9%84%D8%BA%D8%A9,Data Analysis,تحليل البيانات
568,برنامج أندرويد بسيط عبارة عن متصفح إنترنت,2025-05-16,175.0,3.0,2,https://mostaql.com/project/1047802-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B3%D9%8A%D8%B7-%D8%B9%D8%A8%D8%A7%D8%B1%D8%A9-%D8%B9%D9%86-%D9%85%D8%AA%D8%B5%D9%81%D8%AD-%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA,Mobile Development,تطوير الهاتف المحمول
569,تصميم واجهة موقع ب css html إضافة الكود على angular جاهز,2025-05-16,175.0,7.0,62,https://mostaql.com/project/1084301-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A8-css-html-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D9%83%D9%88%D8%AF-%D8%B9%D9%84%D9%89-angular-%D8%AC%D8%A7%D9%87%D8%B2,Web Development,تطوير الويب
570,تصميم وبرمجة تطبيق To-Do List تفاعلي بواجهة واحدة باستخدام JavaScript,2025-05-16,37.5,3.0,27,https://mostaql.com/project/1084247-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-to-do-list-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A-%D8%A8%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-javascript,Web Development,تطوير الويب
571,تطوير موقع إلكتروني لبيع التذاكر,2025-05-16,375.0,20.0,4,https://mostaql.com/project/1084358-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%AA%D8%B0%D8%A7%D9%83%D8%B1,Web Development,تطوير الويب
572,Senior Frontend React.js لتحويل figma لكود نظيف والربط مع الباك اند,2025-05-16,750.0,60.0,4,https://mostaql.com/project/1063569-senior-frontend-reactjs-%D9%84%D8%AA%D8%AD%D9%88%D9%8A%D9%84-figma-%D9%84%D9%83%D9%88%D8%AF-%D9%86%D8%B8%D9%8A%D9%81-%D9%88%D8%A7%D9%84%D8%B1%D8%A8%D8%B7-%D9%85%D8%B9-%D8%A7%D9%84%D8%A8%D8%A7%D9%83-%D8%A7%D9%86%D8%AF,Web Development,تطوير الويب
573,مستقل محترف لعمل api لموقع,2025-05-16,37.5,3.0,5,https://mostaql.com/project/1084148-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%B9%D9%85%D9%84-api-%D9%84%D9%85%D9%88%D9%82%D8%B9,Artificial Intelligence,الذكاء الاصطناعي
574,حل مشكلة نقاط البيع باستخدام php,2025-05-16,75.0,3.0,13,https://mostaql.com/project/1084140-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D9%86%D9%82%D8%A7%D8%B7-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-php,Other,آخر
575,تطوير نظام مراقبة الأداء ومستوى الإنتاجية,2025-05-16,175.0,60.0,2,https://mostaql.com/project/1084110-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%B1%D8%A7%D9%82%D8%A8%D8%A9-%D8%A7%D9%84%D8%A3%D8%AF%D8%A7%D8%A1-%D9%88%D9%85%D8%B3%D8%AA%D9%88%D9%89-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%A7%D8%AC%D9%8A%D8%A9,Other,آخر
576,الفاتورة الجزئية ERPNext,2025-05-16,37.5,2.0,75,https://mostaql.com/project/1084029-%D8%A7%D9%84%D9%81%D8%A7%D8%AA%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D8%A6%D9%8A%D8%A9-erpnext,Other,آخر
577,تعديل وتطوير نظام ERPnext لشركة عقارات,2025-05-16,750.0,30.0,6,https://mostaql.com/project/1083947-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-erpnext-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA,Data Analysis,تحليل البيانات
578,تهيئة حساب Jira,2025-05-16,37.5,1.0,57,https://mostaql.com/project/1083847-%D8%AA%D9%87%D9%8A%D8%A6%D8%A9-%D8%AD%D8%B3%D8%A7%D8%A8-jira,Web Development,تطوير الويب
579,تنفيذ تطبيق مهام مخصص,2025-05-16,375.0,15.0,3,https://mostaql.com/project/1083974-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%87%D8%A7%D9%85-%D9%85%D8%AE%D8%B5%D8%B5,Artificial Intelligence,الذكاء الاصطناعي
580,تطبيق ويب نظام إدارة محل الغسيل/التنظيف الجاف,2025-05-16,1750.0,90.0,1,https://mostaql.com/project/1083892-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D8%AD%D9%84-%D8%A7%D9%84%D8%BA%D8%B3%D9%8A%D9%84%D8%A7%D9%84%D8%AA%D9%86%D8%B8%D9%8A%D9%81-%D8%A7%D9%84%D8%AC%D8%A7%D9%81,Web Development,تطوير الويب
581,تطوير موقع إلكتروني قائم,2025-05-16,37.5,7.0,18,https://mostaql.com/project/1084120-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%82%D8%A7%D8%A6%D9%85,Web Development,تطوير الويب
582,تصميم داشبورد احترافي وسهل الاستخدام,2025-05-16,37.5,5.0,23,https://mostaql.com/project/1084136-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%B4%D8%A8%D9%88%D8%B1%D8%AF-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%88%D8%B3%D9%87%D9%84-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85,Data Analysis,تحليل البيانات
583,تطوير تطبيق ويب نظام كاشير,2025-05-16,1750.0,60.0,13,https://mostaql.com/project/1084015-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D9%83%D8%A7%D8%B4%D9%8A%D8%B1,Web Development,تطوير الويب
584,تصميم صفحة هبوط لشركة إلكترونيات,2025-05-16,75.0,3.0,2,https://mostaql.com/project/1083885-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A7%D8%AA,Web Development,تطوير الويب
585,برمجة بوت حجز تذاكر,2025-05-16,75.0,2.0,20,https://mostaql.com/project/1083978-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D9%88%D8%AA-%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1,Data Analysis,تحليل البيانات
586,مطور لعمل منصة قانونية,2025-05-16,750.0,100.0,25,https://mostaql.com/project/1084065-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%B9%D9%85%D9%84-%D9%85%D9%86%D8%B5%D8%A9-%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D8%A9,Web Development,تطوير الويب
