ID,Title,Link,client name,Type,Budget,Category,Date Posted
2689,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-23,Hariga Advertising ,Startup,7.0,IT & Tech,2025-02-01
2690,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-22,Minio Studio ,Startup,7.0,IT & Tech,2025-02-01
2691,Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-8,EchoGlobal ,Startup,7.0,IT & Tech,2025-02-01
2692,Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-8,The Public Advisors ,Startup,7.0,IT & Tech,2025-02-01
2693,Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-6,FelixCo ,Startup,7.0,IT & Tech,2025-02-01
2694,404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-6,MONARK IT ,Startup,7.0,IT & Tech,2025-02-01
2695,Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-6,Studio Metz ,Startup,7.0,IT & Tech,2025-02-01
2696,Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-7,zenvertising ,Startup,7.0,IT & Tech,2025-02-01
2697,CSS Loading Animations,https://www.freelanceyard.com/en/jobs/css-loading-animations-7,Brain 4 Strategy ,Startup,7.0,IT & Tech,2025-02-01
2698,Event Countdown Timer,https://www.freelanceyard.com/en/jobs/event-countdown-timer-7,Bonnie & Clyde Advertising Studio ,Startup,7.0,IT & Tech,2025-02-01
2699,Image Gallery with Lightbox,https://www.freelanceyard.com/en/jobs/image-gallery-with-lightbox-7,Intent 3D ,Startup,7.0,IT & Tech,2025-02-01
2700,Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-7,Solveita ,Startup,7.0,IT & Tech,2025-02-01
2701,Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-7,Flowr Agency ,Startup,7.0,IT & Tech,2025-02-01
2702,Personal Dashboard Layout,https://www.freelanceyard.com/en/jobs/personal-dashboard-layout-8,Born Digital ,Startup,7.0,IT & Tech,2025-02-01
2703,Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-6,Marketing Deck ,Startup,7.0,IT & Tech,2025-02-01
2704,Login Form with Validation,https://www.freelanceyard.com/en/jobs/login-form-with-validation-6,Revolution Media ,Startup,7.0,IT & Tech,2025-02-01
2705,Trivia Quiz Game,https://www.freelanceyard.com/en/jobs/trivia-quiz-game-6,High Contrast ,Startup,7.0,IT & Tech,2025-02-01
2706,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-22,COMMERGENT ,Startup,7.0,IT & Tech,2025-02-01
2707,Calculator,https://www.freelanceyard.com/en/jobs/calculator-31,Codezilla SRL ,Corporate,7.0,IT & Tech,2025-02-01
2708,Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/contact-us-form-with-map-embed-8,Tuio ,Startup,7.0,IT & Tech,2025-02-01
2709,Responsive FAQ Accordion,https://www.freelanceyard.com/en/jobs/responsive-faq-accordion-8,Hariga Advertising ,Startup,7.0,IT & Tech,2025-02-01
2710,User Profile Card,https://www.freelanceyard.com/en/jobs/user-profile-card-7,Minio Studio ,Startup,7.0,IT & Tech,2025-02-01
2711,Interactive Pricing Table,https://www.freelanceyard.com/en/jobs/interactive-pricing-table-6,EchoGlobal ,Startup,7.0,IT & Tech,2025-02-01
2712,Product Card Design,https://www.freelanceyard.com/en/jobs/product-card-design-6,The Public Advisors ,Corporate,7.0,IT & Tech,2025-02-01
2713,Responsive Navbar,https://www.freelanceyard.com/en/jobs/responsive-navbar-6,Marketing Deck ,Startup,7.0,IT & Tech,2025-02-01
2714,Personal Portfolio Page,https://www.freelanceyard.com/en/jobs/personal-portfolio-page-6,Studio Metz ,Startup,7.0,IT & Tech,2025-02-01
2715,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-31,zenvertising ,Startup,7.0,IT & Tech,2025-02-01
2716,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-22,Brain 4 Strategy ,Startup,7.0,IT & Tech,2025-02-01
2717,Newsletter Signup Form,https://www.freelanceyard.com/en/jobs/newsletter-signup-form-7,Bonnie & Clyde Advertising Studio ,Startup,7.0,IT & Tech,2025-02-01
2718,Countdown Timer,https://www.freelanceyard.com/en/jobs/countdown-timer-6,Intent 3D ,Startup,7.0,IT & Tech,2025-02-01
2719,Dark Mode Toggle,https://www.freelanceyard.com/en/jobs/dark-mode-toggle-6,Solveita ,Startup,7.0,IT & Tech,2025-02-01
2720,Simple Blog Layout,https://www.freelanceyard.com/en/jobs/simple-blog-layout-6,Flowr Agency ,Startup,7.0,IT & Tech,2025-02-01
2721,Interactive Image Gallery,https://www.freelanceyard.com/en/jobs/interactive-image-gallery-6,Born Digital ,Startup,7.0,IT & Tech,2025-02-01
2722,JavaScript To-Do List,https://www.freelanceyard.com/en/jobs/javascript-to-do-list-6,FelixCo ,Startup,7.0,IT & Tech,2025-02-01
2723,Responsive Landing Page,https://www.freelanceyard.com/en/jobs/responsive-landing-page-6,Revolution Media ,Startup,7.0,IT & Tech,2025-02-01
2724,Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-6,High Contrast ,Startup,7.0,IT & Tech,2025-02-01
2725,Event Countdown Timer,https://www.freelanceyard.com/en/jobs/event-countdown-timer-6,COMMERGENT ,Startup,7.0,IT & Tech,2025-02-01
2726,Image Gallery with Lightbox,https://www.freelanceyard.com/en/jobs/image-gallery-with-lightbox-6,Codezilla SRL ,Corporate,7.0,IT & Tech,2025-02-01
2727,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-21,Tuio ,Startup,7.0,IT & Tech,2025-02-01
2728,Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-7,Hariga Advertising ,Startup,7.0,IT & Tech,2025-02-01
2729,Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-7,Minio Studio ,Startup,7.0,IT & Tech,2025-02-01
2730,Blog Post Layout,https://www.freelanceyard.com/en/jobs/blog-post-layout-7,EchoGlobal ,Startup,7.0,IT & Tech,2025-02-01
2731,Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-7,The Public Advisors ,Corporate,7.0,IT & Tech,2025-01-31
2732,Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-5,FelixCo ,Startup,7.0,IT & Tech,2025-01-31
2733,Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-6,MONARK IT ,Startup,7.0,IT & Tech,2025-01-31
2734,CSS Loading Animations,https://www.freelanceyard.com/en/jobs/css-loading-animations-6,Studio Metz ,Startup,7.0,IT & Tech,2025-01-31
2735,Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/contact-us-form-with-map-embed-7,zenvertising ,Startup,7.0,IT & Tech,2025-01-31
2736,Responsive FAQ Accordion,https://www.freelanceyard.com/en/jobs/responsive-faq-accordion-7,Brain 4 Strategy ,Startup,7.0,IT & Tech,2025-01-31
2737,Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-6,Bonnie & Clyde Advertising Studio ,Startup,7.0,IT & Tech,2025-02-01
2738,Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-6,Intent 3D ,Startup,7.0,IT & Tech,2025-02-01
2739,Personal Dashboard Layout,https://www.freelanceyard.com/en/jobs/personal-dashboard-layout-7,Solveita ,Startup,7.0,IT & Tech,2025-02-01
2740,Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-5,Flowr Agency ,Startup,7.0,IT & Tech,2025-01-31
2741,404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-5,Born Digital ,Startup,7.0,IT & Tech,2025-01-31
2742,Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/newsletter-signup-form-6,COMMERGENT ,Startup,7.0,IT & Tech,2025-01-31
2743,Countdown Timer,https://www.freelanceyard.com/en/jobs/countdown-timer-5,Codezilla SRL ,Corporate,7.0,IT & Tech,2025-01-31
2744,User Profile Card,https://www.freelanceyard.com/en/jobs/user-profile-card-6,Tuio ,Startup,7.0,IT & Tech,2025-01-31
2745,Interactive Pricing Table,https://www.freelanceyard.com/en/jobs/interactive-pricing-table-5,Hariga Advertising ,Startup,7.0,IT & Tech,2025-01-31
2746,Product Card Design,https://www.freelanceyard.com/en/jobs/product-card-design-5,Minio Studio ,Startup,7.0,IT & Tech,2025-01-31
2747,Responsive Navbar,https://www.freelanceyard.com/en/jobs/responsive-navbar-5,EchoGlobal ,Startup,7.0,IT & Tech,2025-01-31
2748,Login Form with Validation,https://www.freelanceyard.com/en/jobs/login-form-with-validation-5,The Public Advisors ,Corporate,7.0,IT & Tech,2025-01-31
2749,Personal Portfolio Page,https://www.freelanceyard.com/en/jobs/personal-portfolio-page-5,FelixCo ,Startup,7.0,IT & Tech,2025-01-31
2750,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-30,MONARK IT ,Startup,7.0,IT & Tech,2025-01-31
2751,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-21,Studio Metz ,Startup,7.0,IT & Tech,2025-01-31
2752,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-20,zenvertising ,Startup,7.0,IT & Tech,2025-01-31
2753,Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-6,Brain 4 Strategy ,Startup,7.0,IT & Tech,2025-01-31
2754,Dark Mode Toggle,https://www.freelanceyard.com/en/jobs/dark-mode-toggle-5,Bonnie & Clyde Advertising Studio ,Startup,7.0,IT & Tech,2025-01-31
2755,Simple Blog Layout,https://www.freelanceyard.com/en/jobs/simple-blog-layout-5,Intent 3D ,Startup,7.0,IT & Tech,2025-01-31
2756,Interactive Image Gallery,https://www.freelanceyard.com/en/jobs/interactive-image-gallery-5,Solveita ,Startup,7.0,IT & Tech,2025-01-31
2757,JavaScript To-Do List,https://www.freelanceyard.com/en/jobs/javascript-to-do-list-5,Flowr Agency ,Startup,7.0,IT & Tech,2025-01-31
2758,Responsive Landing Page,https://www.freelanceyard.com/en/jobs/responsive-landing-page-5,Born Digital ,Startup,7.0,IT & Tech,2025-01-31
2759,Event Countdown Timer,https://www.freelanceyard.com/en/jobs/event-countdown-timer-5,Revolution Media ,Startup,7.0,IT & Tech,2025-01-31
2760,Image Gallery with Lightbox,https://www.freelanceyard.com/en/jobs/image-gallery-with-lightbox-5,High Contrast ,Startup,7.0,IT & Tech,2025-01-31
2761,Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-5,COMMERGENT ,Startup,7.0,IT & Tech,2025-01-31
2762,Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-5,Codezilla SRL ,Corporate,7.0,IT & Tech,2025-01-31
2763,Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-6,Tuio ,Startup,7.0,IT & Tech,2025-01-31
2764,Blog Post Layout,https://www.freelanceyard.com/en/jobs/blog-post-layout-6,Hariga Advertising ,Startup,7.0,IT & Tech,2025-01-31
2765,Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-6,Minio Studio ,Startup,7.0,IT & Tech,2025-01-31
2766,Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-6,EchoGlobal ,Startup,7.0,IT & Tech,2025-01-31
2767,Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-6,The Public Advisors ,Corporate,7.0,IT & Tech,2025-01-31
2768,Simple Polling App,https://www.freelanceyard.com/en/jobs/css-loading-animations-5,FelixCo ,Startup,8.0,IT & Tech,2025-01-31
2769,Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/contact-us-form-with-map-embed-6,MONARK IT ,Startup,8.0,IT & Tech,2025-01-31
2770,Responsive FAQ Accordion,https://www.freelanceyard.com/en/jobs/responsive-faq-accordion-6,Studio Metz ,Startup,8.0,IT & Tech,2025-01-31
2771,User Profile Card,https://www.freelanceyard.com/en/jobs/user-profile-card-5,zenvertising ,Startup,8.0,IT & Tech,2025-01-31
2772,Interactive Pricing Table,https://www.freelanceyard.com/en/jobs/interactive-pricing-table-4,Brain 4 Strategy ,Startup,8.0,IT & Tech,2025-01-31
2773,Personal Dashboard Layout,https://www.freelanceyard.com/en/jobs/personal-dashboard-layout-6,Bonnie & Clyde Advertising Studio ,Startup,8.0,IT & Tech,2025-01-31
2774,Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-4,Intent 3D ,Startup,7.0,IT & Tech,2025-01-31
2775,404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-4,Solveita ,Startup,8.0,IT & Tech,2025-01-31
2776,Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-4,Flowr Agency ,Startup,8.0,IT & Tech,2025-01-31
2777,Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-5,Born Digital ,Startup,8.0,IT & Tech,2025-01-31
2778,CSS Loading Animations,https://www.freelanceyard.com/en/jobs/css-loading-animations-5,Marketing Deck ,Startup,8.0,IT & Tech,2025-01-31
2779,Newsletter Signup Form,https://www.freelanceyard.com/en/jobs/newsletter-signup-form-5,Revolution Media ,Startup,8.0,IT & Tech,2025-01-31
2780,Countdown Timer,https://www.freelanceyard.com/en/jobs/countdown-timer-4,High Contrast ,Startup,8.0,IT & Tech,2025-01-31
2781,Dark Mode Toggle,https://www.freelanceyard.com/en/jobs/dark-mode-toggle-4,COMMERGENT ,Startup,8.0,IT & Tech,2025-01-31
2782,Simple Blog Layout,https://www.freelanceyard.com/en/jobs/simple-blog-layout-4,Codezilla SRL ,Corporate,8.0,IT & Tech,2025-01-31
2783,Product Card Design,https://www.freelanceyard.com/en/jobs/product-card-design-4,Tuio ,Startup,8.0,IT & Tech,2025-01-31
2784,Responsive Navbar,https://www.freelanceyard.com/en/jobs/responsive-navbar-4,Hariga Advertising ,Startup,8.0,IT & Tech,2025-01-31
2785,Login Form with Validation,https://www.freelanceyard.com/en/jobs/login-form-with-validation-4,Minio Studio ,Startup,8.0,IT & Tech,2025-01-31
2786,Trivia Quiz Game,https://www.freelanceyard.com/en/jobs/trivia-quiz-game-4,EchoGlobal ,Startup,8.0,IT & Tech,2025-01-31
2787,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-20,The Public Advisors ,Corporate,8.0,IT & Tech,2025-01-31
2788,Calculator,https://www.freelanceyard.com/en/jobs/calculator-29,FelixCo ,Startup,8.0,IT & Tech,2025-01-31
2789,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-19,MONARK IT ,Startup,8.0,IT & Tech,2025-01-31
2790,Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-5,Studio Metz ,Startup,8.0,IT & Tech,2025-01-31
2791,Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-5,zenvertising ,Startup,8.0,IT & Tech,2025-01-31
2792,Blog Post Layout,https://www.freelanceyard.com/en/jobs/blog-post-layout-5,Brain 4 Strategy ,Startup,8.0,IT & Tech,2025-01-31
2793,Interactive Image Gallery,https://www.freelanceyard.com/en/jobs/interactive-image-gallery-4,Bonnie & Clyde Advertising Studio ,Startup,8.0,IT & Tech,2025-01-31
2794,JavaScript To-Do List,https://www.freelanceyard.com/en/jobs/javascript-to-do-list-4,Intent 3D ,Startup,8.0,IT & Tech,2025-01-31
2795,Responsive Landing Page,https://www.freelanceyard.com/en/jobs/responsive-landing-page-4,Solveita ,Startup,8.0,IT & Tech,2025-01-31
2796,Personal Portfolio Page,https://www.freelanceyard.com/en/jobs/personal-portfolio-page-4,Flowr Agency ,Startup,8.0,IT & Tech,2025-01-31
2797,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-29,Born Digital ,Startup,8.0,IT & Tech,2025-01-31
2798,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-20,FelixCo ,Startup,8.0,IT & Tech,2025-01-31
2799,Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-4,Revolution Media ,Startup,8.0,IT & Tech,2025-01-31
2800,Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-4,High Contrast ,Startup,8.0,IT & Tech,2025-01-31
2801,Personal Dashboard Layout,https://www.freelanceyard.com/en/jobs/personal-dashboard-layout-5,COMMERGENT ,Startup,8.0,IT & Tech,2025-01-31
2802,Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-3,Codezilla SRL ,Corporate,8.0,IT & Tech,2025-01-31
2803,Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-5,Tuio ,Startup,8.0,IT & Tech,2025-01-31
2804,Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-5,Hariga Advertising ,Startup,8.0,IT & Tech,2025-01-31
2805,Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-5,Minio Studio ,Startup,8.0,IT & Tech,2025-01-31
2806,Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-4,EchoGlobal ,Startup,8.0,IT & Tech,2025-01-31
2807,Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/contact-us-form-with-map-embed-5,Born Digital ,Startup,8.0,IT & Tech,2025-01-31
2808,Responsive FAQ Accordion,https://www.freelanceyard.com/en/jobs/responsive-faq-accordion-5,FelixCo ,Startup,8.0,IT & Tech,2025-01-31
2809,User Profile Card,https://www.freelanceyard.com/en/jobs/user-profile-card-4,MONARK IT ,Startup,8.0,IT & Tech,2025-01-31
2810,Interactive Pricing Table,https://www.freelanceyard.com/en/jobs/interactive-pricing-table-3,Studio Metz ,Startup,8.0,IT & Tech,2025-01-31
2811,Product Card Design,https://www.freelanceyard.com/en/jobs/product-card-design-3,zenvertising ,Startup,8.0,IT & Tech,2025-01-31
2812,Responsive Navbar,https://www.freelanceyard.com/en/jobs/responsive-navbar-3,Brain 4 Strategy ,Startup,8.0,IT & Tech,2025-01-31
2813,404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-3,Bonnie & Clyde Advertising Studio ,Startup,8.0,IT & Tech,2025-01-31
2814,Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-3,Intent 3D ,Startup,8.0,IT & Tech,2025-01-31
2815,Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-4,Minio Studio ,Startup,8.0,IT & Tech,2025-01-31
2816,Calculator,https://www.freelanceyard.com/en/jobs/calculator-28,EchoGlobal ,Startup,8.0,IT & Tech,2025-01-31
2817,Newsletter Signup Form,https://www.freelanceyard.com/en/jobs/newsletter-signup-form-4,The Public Advisors ,Corporate,8.0,IT & Tech,2025-01-31
2818,Countdown Timer,https://www.freelanceyard.com/en/jobs/countdown-timer-3,Marketing Deck ,Startup,8.0,IT & Tech,2025-01-31
2819,Dark Mode Toggle,https://www.freelanceyard.com/en/jobs/dark-mode-toggle-3,Revolution Media ,Startup,8.0,IT & Tech,2025-01-31
2820,Simple Blog Layout,https://www.freelanceyard.com/en/jobs/simple-blog-layout-3,High Contrast ,Startup,8.0,IT & Tech,2025-01-31
2821,Interactive Image Gallery,https://www.freelanceyard.com/en/jobs/interactive-image-gallery-3,COMMERGENT ,Startup,8.0,IT & Tech,2025-01-31
