ID,Title,Category_English,Posted,Avg offer,Duration,Number of Offers,Tags,Tags_en,Link
428,مشروع تتبع للقراءات في مصنع,Software Engineering,منذ 10 أيام,$175.00 ,15 يوما,8,"الهندسة الميكانيكية, آردوينو, بايثون, الذكاء الاصطناعي, برمجة, تطوير التطبيقات, تطوير البرمجيات, هندسة البرمجيات","ال engineering الميكانيكية, آردوينو, python, AI, programing, dev apps ,  application development ,programming engineer",https://mostaql.com/project/1075053-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%AA%D8%A8%D8%B9-%D9%84%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%B5%D9%86%D8%B9
429,استشارة في برنامج zoho و zoho creator,Software Engineering,منذ 10 أيام,$300.00 ,1 يوم,2,"برمجة, برمجة التطبيقات, برمجة iOS, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, Zoho","programing, programing  apps , programing iOS,programming engineer,  application development , programing web, Zoho",https://mostaql.com/project/1075035-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-zoho-%D9%88-zoho-creator
430,موقع شات كتابي يمكن التحكم به وبالأعضاء المستخدمين,Software Engineering,منذ 9 أيام,$47.00 ,1 يوم,3,"إنشاء موقع إلكتروني, تصميم ملصقات المنتجات, برمجة, تطوير الويب, برمجة مواقع, هندسة البرمجيات, تطوير البرمجيات","create web إلكتروني, design ملصقات المنتجات, programing, devweb, programing web,programming engineer,  application development ",https://mostaql.com/project/1075217-%D9%85%D9%88%D9%82%D8%B9-%D8%B4%D8%A7%D8%AA-%D9%83%D8%AA%D8%A7%D8%A8%D9%8A-%D9%8A%D9%85%D9%83%D9%86-%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%85-%D8%A8%D9%87-%D9%88%D8%A8%D8%A7%D9%84%D8%A3%D8%B9%D8%B6%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85%D9%8A%D9%86
431,مبرمج لبرنامج أودو للعمل عن بعد,Software Engineering,منذ 10 أيام,$625.00 ,90 يوما,4,"برمجة, برمجة مواقع, تطوير البرمجيات, هندسة البرمجيات, إنشاء موقع إلكتروني, تطوير الويب, إدارة المواقع, تصميم موقع إلكتروني, أودو","programing, programing web,  application development ,programming engineer, create web إلكتروني, devweb,  management web, design web إلكتروني,  odoo  ",https://mostaql.com/project/1074967-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A3%D9%88%D8%AF%D9%88-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%86-%D8%A8%D8%B9%D8%AF
432,مطور فرونت إند (Angular + Tailwind CSS) لموقع ثابت,Web Development,منذ 10 أيام,$700.00 ,21 يوما,30,"أنجولار, Angular.js, Tailwind CSS, CSS, برمجة, هندسة البرمجيات, تطوير البرمجيات, تصميم موقع إلكتروني, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب, إنشاء موقع ووردبريس","أنجولار, Angular.js, Tailwind CSS, CSS, programing,programming engineer,  application development , design web إلكتروني, programing web, create web إلكتروني, devweb, create web wordpress",https://mostaql.com/project/1075090-%D9%85%D8%B7%D9%88%D8%B1-%D9%81%D8%B1%D9%88%D9%86%D8%AA-%D8%A5%D9%86%D8%AF-angular-tailwind-css-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%AB%D8%A7%D8%A8%D8%AA
433,تصميم أولي لبرنامج GRC,Web Development,منذ 9 أيام,$30.00 ,15 يوما,9,"برمجة, برمجة مواقع, إنشاء موقع إلكتروني, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت, HTML, تصميم UI UX","programing, programing web, create web إلكتروني, أمن وحماية الweb, python, PHP, CSS, java script, HTML, design UI UX",https://mostaql.com/project/1075140-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A3%D9%88%D9%84%D9%8A-%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-grc
434,إنشاء نظام مؤتمت لإدارة شقق الإيجار باستخدام Google Sheets وGoogle Drive وWATI وKognitos وMake,Data Science,منذ 9 أيام,$600.00 ,14 يوما,2,"الذكاء الاصطناعي, برمجة, الروبوتات, تطوير البرمجيات","AI, programing, الروبوتات,  application development ",https://mostaql.com/project/1075114-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%A4%D8%AA%D9%85%D8%AA-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-google-sheets-%D9%88google-drive-%D9%88wati-%D9%88kognitos-%D9%88make
435,تطوير موقع أكاديمية أونلاين لتعليم القرآن واللغة العربية - مشروع نُطق,Web Development,منذ 10 أيام,"$1,487.50 ",30 يوما,22,"برمجة, تصميم موقع إلكتروني, إنشاء موقع إلكتروني, برمجة مواقع, تطوير الويب, هندسة البرمجيات, تطوير البرمجيات","programing, design web إلكتروني, create web إلكتروني, programing web, devweb,programming engineer,  application development ",https://mostaql.com/project/1075060-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A%D8%A9-%D8%A3%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86-%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D9%88%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%86%D8%B7%D9%82
436,إنشاء تطبيق يربط بين محلات المواد الغذائية وتجار الجملة,Mobile Development,منذ 9 أيام,$335.00 ,15 يوما,9,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات mobile, design UI UX, design UI, design UX",https://mostaql.com/project/1075174-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%8A%D8%B1%D8%A8%D8%B7-%D8%A8%D9%8A%D9%86-%D9%85%D8%AD%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF-%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%AA%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%85%D9%84%D8%A9
437,حل مشكلة أرشفة الموقع ووردبريس,Web Development,منذ 9 أيام,$67.50 ,7 أيام,6,"ووردبريس, تطوير البرمجيات, برمجة مواقع, تطوير الويب, MySQL, بوتستراب, PHP, جافا سكريبت, CSS, HTML","wordpress,  application development , programing web, devweb, MySQL, bootstrap, PHP, java script, CSS, HTML",https://mostaql.com/project/1075200-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A3%D8%B1%D8%B4%D9%81%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3
438,إنشاء تطبيق يشبه تطبيق السوق المفتوح,Web Development,منذ 10 أيام,$962.50 ,15 يوما,14,"تصميم بوسترات, تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, Swift, Ionic, كوتلن, جافا, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","design بوسترات, design UX, design UI, design UI UX, design  applicationات mobile, design  applicationات, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1074970-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%8A%D8%B4%D8%A8%D9%87-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D8%B3%D9%88%D9%82-%D8%A7%D9%84%D9%85%D9%81%D8%AA%D9%88%D8%AD
439,نقل عدد من البوتات,Software Engineering,منذ 10 أيام,$50.00 ,3 أيام,3,"تطوير البرمجيات, هندسة البرمجيات, اختبار البرمجيات, تعلم البرمجة, البرمجة الخطية, أنظمة مدمجة, برمجة, تصحيح برمجي, برمجة التطبيقات, برمجة مواقع"," application development ,programming engineer, testing  programes , تعلم programing, programing الخطية, أنظمة مدمجة, programing, debugging, programing  apps , programing web",https://mostaql.com/project/1075038-%D9%86%D9%82%D9%84-%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D9%88%D8%AA%D8%A7%D8%AA
440,ربط مع تمارا وتابي للمتجر Api,Web Development,منذ 9 أيام,$35.00 ,2 يومين,7,"برمجة, إنشاء موقع إلكتروني, برمجة مواقع, تطوير الويب, تطوير البرمجيات, هندسة البرمجيات","programing, create web إلكتروني, programing web, devweb,  application development ,programming engineer",https://mostaql.com/project/1075250-%D8%B1%D8%A8%D8%B7-%D9%85%D8%B9-%D8%AA%D9%85%D8%A7%D8%B1%D8%A7-%D9%88%D8%AA%D8%A7%D8%A8%D9%8A-%D9%84%D9%84%D9%85%D8%AA%D8%AC%D8%B1-api
441,automation AI & AI agent,Web Development,منذ 9 أيام,$25.00 ,3 أيام,5,"الذكاء الاصطناعي, برمجة, الروبوتات, تطوير البرمجيات","AI, programing, الروبوتات,  application development ",https://mostaql.com/project/1075112-automation-ai-ai-agent
442,عمل هندسة عكسية على برنامج بلغة الجافا لإزالة مربع حواري,Software Engineering,منذ 10 أيام,$100.00 ,10 أيام,7,"برمجة, هندسة البرمجيات, تطوير البرمجيات, تطوير التطبيقات, برمجة التطبيقات, إنشاء تطبيق, برمجة تطبيقات سطح المكتب","programing,programming engineer,  application development , dev apps , programing  apps , create  application, programing  applicationات سطح المكتب",https://mostaql.com/project/1075056-%D8%B9%D9%85%D9%84-%D9%87%D9%86%D8%AF%D8%B3%D8%A9-%D8%B9%D9%83%D8%B3%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%AC%D8%A7%D9%81%D8%A7-%D9%84%D8%A5%D8%B2%D8%A7%D9%84%D8%A9-%D9%85%D8%B1%D8%A8%D8%B9-%D8%AD%D9%88%D8%A7%D8%B1%D9%8A
443,مطور ويب لعمل موقع تعريفي لشركة مقاولات,Web Development,منذ 9 أيام,$40.00 ,3 أيام,42,"تصميم موقع إلكتروني, تصميم مواقع, التصميم الإبداعي, تصميم واجهة المستخدم, تصميم تجربة المستخدم, برمجة, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","design web إلكتروني, design web, الdesign الإبداعي, design UI, design UX, programing, programing web, create web إلكتروني, devweb",https://mostaql.com/project/1075197-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D9%8A%D8%A8-%D9%84%D8%B9%D9%85%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B9%D8%B1%D9%8A%D9%81%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA
444,تطبيق سياحي IOS + Android,Web Development,منذ 9 أيام,$975.00 ,20 يوما,19,"اختبار تطبيقات الجوال, واجهة برمجة التطبيقات, adobe xd, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, التصميم الإبداعي, تصميم تجربة المستخدم, تصميم UI UX, تصميم واجهة المستخدم","testing  applicationات الجوال, واجهة programing  apps , adobe xd, design  applicationات mobile, design  applicationات, الdesign الإبداعي, design UX, design UI UX, design UI",https://mostaql.com/project/1075129-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B3%D9%8A%D8%A7%D8%AD%D9%8A-ios-android
445,مصمم UI UX محترف لعدد 2 مواقع إلكترونية,Web Development,منذ 10 أيام,$60.00 ,7 أيام,17,"التصميم الإبداعي, اللغة العربية, اللغة الإنجليزية, تصميم موقع إلكتروني, تصميم مواقع, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","الdesign الإبداعي, اللغة العربية, اللغة الإنجليزية, design web إلكتروني, design web, programing web, create web إلكتروني, devweb",https://mostaql.com/project/1074952-%D9%85%D8%B5%D9%85%D9%85-ui-ux-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%B9%D8%AF%D8%AF-2-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9
446,تطوير تطبيق جوال متكامل مع نظام Odoo ERP,Web Development,منذ 9 أيام,"$1,300.00 ",60 يوما,4,"أودو, برمجة مواقع, تطوير التطبيقات, برمجة التطبيقات, برمجة"," odoo  , programing web, dev apps , programing  apps , programing",https://mostaql.com/project/1073956-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-%D9%86%D8%B8%D8%A7%D9%85-odoo-erp
447,تطبيق لتجارة السمك,Mobile Development,منذ 10 أيام,$300.00 ,15 يوما,27,"التسويق عبر مواقع التواصل الاجتماعي, التسويق الإلكتروني, برمجة, برمجة التطبيقات, برمجة تطبيقات أيفون, برمجة iOS, تطوير التطبيقات, إنشاء تطبيق, هندسة البرمجيات, تطوير البرمجيات","التسويق عبر web التواصل الاجتماعي, التسويق الإلكتروني, programing, programing  apps , programing  applicationات أيفون, programing iOS, dev apps , create  application,programming engineer,  application development ",https://mostaql.com/project/1074044-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D9%85%D9%83
448,مطلوب مصمم لمتجر لسلة,Data Science,منذ 9 أيام,$50.00 ,5 أيام,11,"تصميم متجر إلكتروني, سلة, برمجة, إنشاء متجر إلكتروني, منصة زد","design  online market, سلة, programing, create  online market, منصة زد",https://mostaql.com/project/1075186-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%B5%D9%85%D9%85-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D9%84%D8%B3%D9%84%D8%A9
449,إنشاء موقع إلكتروني,Web Development,منذ 9 أيام,$100.00 ,1 يوم,11,"تصميم موقع إلكتروني, مايكروسوفت إكسل, البحث على الإنترنت, ووردبريس, هندسة البرمجيات, برمجة","design web إلكتروني, مايكروسوفت Excel, البحث على الإنترنت, wordpress,programming engineer, programing",https://mostaql.com/project/1075249-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
450,مبرمج لإكمال لعبة ورقية أونلاين جاهزة بنسبة كبيرة,Mobile Development,منذ 9 أيام,$400.00 ,25 يوما,1,"تصميم UI UX, تطوير الألعاب, برمجة ألعاب الجوال, تصميم ألعاب, برمجة iOS, برمجة أندرويد, برمجة, تطوير البرمجيات, هندسة البرمجيات","design UI UX, devالألعاب, programing ألعاب الجوال, design ألعاب, programing iOS, programing android , programing,  application development ,programming engineer",https://mostaql.com/project/1075189-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D9%84%D8%B9%D8%A8%D8%A9-%D9%88%D8%B1%D9%82%D9%8A%D8%A9-%D8%A3%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86-%D8%AC%D8%A7%D9%87%D8%B2%D8%A9-%D8%A8%D9%86%D8%B3%D8%A8%D8%A9-%D9%83%D8%A8%D9%8A%D8%B1%D8%A9
451,تطوير نظام تحقق من الهوية,Data Science,منذ 10 أيام,$490.00 ,20 يوما,6,"البحث والتطوير, تطوير البرمجيات, هندسة البرمجيات, برمجة, برمجة التطبيقات, تطوير التطبيقات","البحث والتطوير,  application development ,programming engineer, programing, programing  apps , dev apps ",https://mostaql.com/project/1074939-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%AD%D9%82%D9%82-%D9%85%D9%86-%D8%A7%D9%84%D9%87%D9%88%D9%8A%D8%A9
452,استكمال خطوات الدفع لتطبيق موبايل ورفعه على جوجل بلاي,Mobile Development,منذ 10 أيام,$25.00 ,3 أيام,3,"تطوير التطبيقات, جافا سكريبت, React, برمجة أندرويد","dev apps , java script, React, programing android ",https://mostaql.com/project/1074781-%D8%A7%D8%B3%D8%AA%D9%83%D9%85%D8%A7%D9%84-%D8%AE%D8%B7%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D8%B1%D9%81%D8%B9%D9%87-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D9%84%D8%A7%D9%8A
453,تعديل على متجر php,Web Development,منذ 10 أيام,$700.00 ,7 أيام,27,"برمجة, تطوير البرمجيات, هندسة البرمجيات, PHP, تصميم متجر إلكتروني, إنشاء متجر إلكتروني, برمجة مواقع","programing,  application development ,programming engineer, PHP, design  online market, create  online market, programing web",https://mostaql.com/project/1074936-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-php
454,مطور React Native محترف لربط تصميم جديد وبناء تطبيق لياقة بدني,Web Development,منذ 10 أيام,"$1,000.00 ",30 يوما,10,"إنشاء تطبيق, برمجة أندرويد, برمجة, الذكاء الاصطناعي, جافا, برمجة التطبيقات, هندسة البرمجيات, تطوير البرمجيات","create  application, programing android , programing, AI, java, programing  apps ,programming engineer,  application development ",https://mostaql.com/project/1074916-%D9%85%D8%B7%D9%88%D8%B1-react-native-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%B1%D8%A8%D8%B7-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%88%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D9%8A%D8%A7%D9%82%D8%A9-%D8%A8%D8%AF%D9%86%D9%8A
455,تصميم برنامج مهني تدريبي في الابتكار,Software Engineering,منذ 10 أيام,$249.50 ,5 أيام,4,"flutter, برمجة iOS, هندسة البرمجيات, برمجة التطبيقات, برمجة مواقع, برمجة قواعد البيانات, تطوير البرمجيات, برمجة","flutter, programing iOS,programming engineer, programing  apps , programing web, programing data base,  application development , programing",https://mostaql.com/project/1074747-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D9%87%D9%86%D9%8A-%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D9%83%D8%A7%D8%B1
456,تنصيب وتشغل نظام أودو,Software Engineering,منذ 10 أيام,$500.00 ,3 أيام,7,"أودو, تخطيط موارد المؤسسات ERP, بايثون, PostgreSQL, برمجة, هندسة البرمجيات, تطوير البرمجيات"," odoo  , ERP ERP, python, PostgreSQL, programing,programming engineer,  application development ",https://mostaql.com/project/1074869-%D8%AA%D9%86%D8%B5%D9%8A%D8%A8-%D9%88%D8%AA%D8%B4%D8%BA%D9%84-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D9%88%D8%AF%D9%88
